"ep_number","ep_title","restaurant","location","ep_air_date","google_string","freq_visited","index","yelp_string"
7,"Global Traditions","John's of 12th Street","Manhattan, New York",2012-01-23,"John's of 12th Street Manhattan New York yelp",1,486,"johns-of-12th-street-new-york-2"
7,"Global Traditions","Mac's Fish & Chip Shop","Santa Barbara, California",2012-01-23,"Mac's Fish & Chip Shop Santa Barbara California yelp",1,487,"macs-fish-and-chip-shop-santa-barbara"
8,"Multitaskers","The Early Bird Diner","Charleston, South Carolina",2012-01-30,"The Early Bird Diner Charleston South Carolina yelp",1,488,"early-bird-diner-charleston"
8,"Multitaskers","Boulevard Diner","Dundalk, Maryland",2012-01-30,"Boulevard Diner Dundalk Maryland yelp",1,489,"boulevard-diner-dundalk"
8,"Multitaskers","The Kitchen","Oxnard, California",2012-01-30,"The Kitchen Oxnard California yelp",1,490,"the-kitchen-oxnard"
9,"Family Matters","Sidecar","Brooklyn, New York",2012-02-06,"Sidecar Brooklyn New York yelp",1,491,"sidecar-brooklyn-3"
9,"Family Matters","Peaceful Restaurant","Vancouver, British Columbia",2012-02-06,"Peaceful Restaurant Vancouver British Columbia yelp",1,492,"peaceful-restaurant-vancouver"
9,"Family Matters","Flip Flops Grill & Chill","Virginia Beach, Virginia",2012-02-06,"Flip Flops Grill & Chill Virginia Beach Virginia yelp",1,493,"flip-flops-grill-chill-virginia-beach"
10,"Old Faves, New Craves","Norton's Pastrami & Deli","Santa Barbara, California",2012-02-13,"Norton's Pastrami & Deli Santa Barbara California yelp",1,494,"nortons-pastrami-and-deli-santa-barbara-2"
10,"Old Faves, New Craves","Meat & Bread","Vancouver, British Columbia",2012-02-13,"Meat & Bread Vancouver British Columbia yelp",1,495,"meat-and-bread-vancouver"
10,"Old Faves, New Craves","Fuel Cantina","Charleston, South Carolina",2012-02-13,"Fuel Cantina Charleston South Carolina yelp",1,496,"fuel-charleston-2"
11,"Long Standing Legacies","Defonte's Sandwich Shop","Brooklyn, New York",2012-02-20,"Defonte's Sandwich Shop Brooklyn New York yelp",1,497,"defontes-brooklyn"
11,"Long Standing Legacies","The Glass Onion","Charleston, South Carolina",2012-02-20,"The Glass Onion Charleston South Carolina yelp",2,498,"the-glass-onion-charleston"
11,"Long Standing Legacies","Galway Bay Irish Pub","Annapolis, Maryland",2012-02-20,"Galway Bay Irish Pub Annapolis Maryland yelp",1,499,"galway-bay-irish-restaurant-and-pub-annapolis"
12,"Time Tested Treasures","R&R Taqueria","Elkridge, Maryland",2012-02-27,"R&R Taqueria Elkridge Maryland yelp",1,500,"r-and-r-taqueria-elkridge-2"
12,"Time Tested Treasures","Nye's Polonaise Room","Minneapolis, Minnesota",2012-02-27,"Nye's Polonaise Room Minneapolis Minnesota yelp",1,501,"nyes-polonaise-room-minneapolis"
12,"Time Tested Treasures","Moseberth's Fried Chicken","Portsmouth, Virginia",2012-02-27,"Moseberth's Fried Chicken Portsmouth Virginia yelp",1,502,"moseberths-chicken-place-portsmouth"
13,"Outside the Box","Joe Squared Pizza","Baltimore, Maryland",2012-03-05,"Joe Squared Pizza Baltimore Maryland yelp",1,503,"joe-squared-pizza-baltimore"
13,"Outside the Box","Pepe's and Mito's","Dallas, Texas",2012-03-05,"Pepe's and Mito's Dallas Texas yelp",1,504,"pepes-and-mitos-mexican-caf%25C3%25A9-dallas-2"
13,"Outside the Box","Savoy Cafe & Deli","Santa Barbara, California",2012-03-05,"Savoy Cafe & Deli Santa Barbara California yelp",1,505,"savoy-cafe-and-deli-santa-barbara"
1,"Triple D All Stars","Pizzeria Lola","Minneapolis, Minnesota",2012-04-02,"Pizzeria Lola Minneapolis Minnesota yelp",1,506,"pizzeria-lola-minneapolis"
1,"Triple D All Stars","Monument Cafe","Georgetown, Texas",2012-04-02,"Monument Cafe Georgetown Texas yelp",1,507,"the-monument-caf%25C3%25A9-georgetown"
2,"Streamlined Sammies","Luke's Inside Out","Austin, Texas",2012-04-09,"Luke's Inside Out Austin Texas yelp",2,508,"lukes-inside-out-austin"
2,"Streamlined Sammies","Smack Shack at The 1029 Bar","Minneapolis, Minnesota",2012-04-09,"Smack Shack at The 1029 Bar Minneapolis Minnesota yelp",1,509,"the-1029-bar-minneapolis"
2,"Streamlined Sammies","Maple & Motor","Dallas, Texas",2012-04-09,"Maple & Motor Dallas Texas yelp",2,510,"maple-and-motor-dallas"
3,"Crankin' Up the Classics","Broders' Cucina Italiana","Minneapolis, Minnesota",2012-04-16,"Broders' Cucina Italiana Minneapolis Minnesota yelp",1,511,"broders-cucina-italiana-minneapolis"
3,"Crankin' Up the Classics","Chop House Burgers","Arlington, Texas",2012-04-16,"Chop House Burgers Arlington Texas yelp",1,512,"chop-house-burgers-arlington-3"
4,"Passin' The Baton","Pete's Breakfast House","Ventura, California",2012-04-23,"Pete's Breakfast House Ventura California yelp",1,513,"petes-breakfast-house-restaurant-ventura"
4,"Passin' The Baton","Sip & Bite Restaurant","Baltimore, Maryland",2012-04-23,"Sip & Bite Restaurant Baltimore Maryland yelp",1,514,"sip-and-bite-restaurant-baltimore"
5,"Big Time Flavor","Marla's Caribbean Cuisine","Minneapolis, Minnesota",2012-04-30,"Marla's Caribbean Cuisine Minneapolis Minnesota yelp",1,515,"marlas-caribbean-cuisine-minneapolis-2"
5,"Big Time Flavor","Cane Rosso","Dallas, Texas",2012-04-30,"Cane Rosso Dallas Texas yelp",1,516,"cane-rosso-dallas"
5,"Big Time Flavor","Counter Cafe","Austin, Texas",2012-04-30,"Counter Cafe Austin Texas yelp",1,517,"counter-cafe-east-austin"
6,"Unexpected Eats","Smalley's Caribbean Barbeque","Stillwater, Minnesota",2012-05-07,"Smalley's Caribbean Barbeque Stillwater Minnesota yelp",1,518,"smalleys-caribbean-barbeque-and-pirate-bar-stillwater"
6,"Unexpected Eats","Johnny Garlic's","Santa Rosa, California",2012-05-07,"Johnny Garlic's Santa Rosa California yelp",1,519,"johnny-garlics-santa-rosa-6"
6,"Unexpected Eats","Harvey's Hot Dogs II","Portsmouth, Virginia",2012-05-07,"Harvey's Hot Dogs II Portsmouth Virginia yelp",1,520,"harveys-hot-dogs-portsmouth"
7,"BBQ Road Show","Pecan Lodge","Dallas, Texas",2012-05-28,"Pecan Lodge Dallas Texas yelp",1,521,"pecan-lodge-dallas-3"
7,"BBQ Road Show","John Mull's Meats and Road Kill Grill","Las Vegas, Nevada",2012-05-28,"John Mull's Meats and Road Kill Grill Las Vegas Nevada yelp",1,522,"john-mulls-meats-and-road-kill-grill-las-vegas-2"
8,"All Vegas, All the Time","Naked City Pizza","Las Vegas, Nevada",2012-06-04,"Naked City Pizza Las Vegas Nevada yelp",2,523,"naked-city-pizza-shop-on-arville-las-vegas"
8,"All Vegas, All the Time","Forte European Tapas Bar & Bistro","Las Vegas, Nevada",2012-06-04,"Forte European Tapas Bar & Bistro Las Vegas Nevada yelp",2,524,"forte-european-tapas-bar-and-bistro-las-vegas"
8,"All Vegas, All the Time","UNLV","Las Vegas, Nevada",2012-06-04,"UNLV Las Vegas Nevada yelp",2,525,"university-of-nevada-las-vegas-las-vegas-8"
9,"Serious Sandwiches","Lola's - A Louisiana Kitchen","Las Vegas, Nevada",2012-06-11,"Lola's - A Louisiana Kitchen Las Vegas Nevada yelp",1,526,"lolas-a-louisana-kitchen-las-vegas"
9,"Serious Sandwiches","Noble Pig Sandwiches","Austin, Texas",2012-06-11,"Noble Pig Sandwiches Austin Texas yelp",1,527,"noble-sandwich-austin-3"
9,"Serious Sandwiches","Casper & Runyon's Nook","St. Paul, Minnesota",2012-06-11,"Casper & Runyon's Nook St. Paul Minnesota yelp",1,528,"caspers-and-runyons-nook-saint-paul"
10,"International Eats","Bachi Burger","Las Vegas, Nevada",2012-06-18,"Bachi Burger Las Vegas Nevada yelp",2,529,"bachi-burger-las-vegas"
10,"International Eats","Afrah","Richardson, Texas",2012-06-18,"Afrah Richardson Texas yelp",1,530,"afrah-restaurant-richardson-2"
10,"International Eats","Gazala's Place","Manhattan, New York",2012-06-18,"Gazala's Place Manhattan New York yelp",1,531,"gazalas-new-york-23"
11,"Belly Up","Hopleaf Bar","Chicago, Illinois",2012-06-25,"Hopleaf Bar Chicago Illinois yelp",1,532,"hopleaf-chicago"
11,"Belly Up","Foreign & Domestic","Austin, Texas",2012-06-25,"Foreign & Domestic Austin Texas yelp",1,533,"foreign-and-domestic-austin"
12,"Dynamic Dishes","Jawaiian Irie Jerk Restaurant","Honolulu, Hawaii",2012-07-02,"Jawaiian Irie Jerk Restaurant Honolulu Hawaii yelp",2,534,"jawaiian-irie-jerk-restaurant-honolulu"
12,"Dynamic Dishes","Taste of Europe","Arlington, Texas",2012-07-02,"Taste of Europe Arlington Texas yelp",1,535,"a-taste-of-europe-arlington"
12,"Dynamic Dishes","Yayo Taco","Las Vegas, Nevada",2012-07-02,"Yayo Taco Las Vegas Nevada yelp",1,536,"yayo-taco-las-vegas"
13,"Coast to Coast Chow","Camille's on Wheels","Kailua, Hawaii",2012-07-30,"Camille's on Wheels Kailua Hawaii yelp",1,537,"camilles-on-wheels-kailua"
13,"Coast to Coast Chow","Chicago Brauhaus","Chicago, Illinois",2012-07-30,"Chicago Brauhaus Chicago Illinois yelp",1,538,"chicago-brauhaus-chicago"
13,"Coast to Coast Chow","Dixie Supply Bakery & Cafe","Charleston, South Carolina",2012-07-30,"Dixie Supply Bakery & Cafe Charleston South Carolina yelp",1,539,"dixie-supply-bakery-and-cafe-charleston"
1,"Unconventional Comforts","He'eia Kea Pier General Store and Deli","Kaneohe, Hawaii",2012-08-05,"He'eia Kea Pier General Store and Deli Kaneohe Hawaii yelp",1,540,"heeia-kea-pier-general-store-and-deli-kaneohe-3"
1,"Unconventional Comforts","Rex Italian Foods","Norridge, Illinois",2012-08-05,"Rex Italian Foods Norridge Illinois yelp",1,541,"rex-italian-foods-norridge"
1,"Unconventional Comforts","Memphis Street Cafe","Hernando, Mississippi",2012-08-05,"Memphis Street Cafe Hernando Mississippi yelp",1,542,"underground-cafe-hernando"
2,"Goin' the Extra Mile","bopNgrill","Chicago, Illinois",2012-08-13,"bopNgrill Chicago Illinois yelp",1,543,"bopngrill-chicago-3"
2,"Goin' the Extra Mile","Sweet Home Waimanalo","Waimanalo, Hawaii",2012-08-13,"Sweet Home Waimanalo Waimanalo Hawaii yelp",1,544,"sweet-home-waimanalo-cafe-market-waimanalo-3"
3,"Savory Standouts","90 Miles Cuban Cafe","Chicago, Illinois",2012-08-19,"90 Miles Cuban Cafe Chicago Illinois yelp",2,545,"90-miles-cuban-caf%25C3%25A9-chicago-5"
3,"Savory Standouts","Davis' Pub","Annapolis, Maryland",2012-08-19,"Davis' Pub Annapolis Maryland yelp",1,546,"davis-pub-annapolis"
4,"Surf 'N' Turf Jackpot","Memphis Barbecue Co.","Horn Lake, Mississippi",2012-08-27,"Memphis Barbecue Co. Horn Lake Mississippi yelp",1,547,"memphis-barbecue-company-horn-lake-2"
4,"Surf 'N' Turf Jackpot","Fresh Catch","Honolulu, Hawaii",2012-08-27,"Fresh Catch Honolulu Hawaii yelp",1,548,"fresh-catch-honolulu"
5,"Massachusetts Madness","Italian Express Pizzeria","East Boston, Massachusetts",2012-09-03,"Italian Express Pizzeria East Boston Massachusetts yelp",1,549,"italian-express-pizzeria-boston-2"
5,"Massachusetts Madness","Cutty's","Brookline, Massachusetts",2012-09-03,"Cutty's Brookline Massachusetts yelp",1,550,"cuttys-brookline"
6,"East Coast Comfort","Tupelo","Cambridge, Massachusetts",2012-09-24,"Tupelo Cambridge Massachusetts yelp",1,551,"tupelo-cambridge-3"
6,"East Coast Comfort","Patti's Pierogis","Fall River, Massachusetts",2012-09-24,"Patti's Pierogis Fall River Massachusetts yelp",1,552,"pattis-pierogis-fall-river"
6,"East Coast Comfort","Angelo's Civito Farnese","Providence, Rhode Island",2012-09-24,"Angelo's Civito Farnese Providence Rhode Island yelp",1,553,"angelos-civita-farnese-providence"
6,"East Coast Comfort","Mediterraneo Caffe","Providence, Rhode Island",2012-09-24,"Mediterraneo Caffe Providence Rhode Island yelp",1,554,"mediterraneo-providence"
7,"Flavortown Medley","South Of Beale (SOB)","Memphis, Tennessee",2012-10-01,"South Of Beale (SOB) Memphis Tennessee yelp",1,555,"south-of-beale-memphis"
7,"Flavortown Medley","Big Wave Shrimp Truck","Haleiwa, Hawaii",2012-10-01,"Big Wave Shrimp Truck Haleiwa Hawaii yelp",1,556,"big-wave-shrimp-haleiwa"
8,"Burgers, Noodles and Quahogs","Boston Burger Company","Boston, Massachusetts",2012-10-08,"Boston Burger Company Boston Massachusetts yelp",1,557,"boston-burger-company-boston"
8,"Burgers, Noodles and Quahogs","Anthony's Seafood","Middletown, Rhode Island",2012-10-08,"Anthony's Seafood Middletown Rhode Island yelp",1,558,"anthonys-seafood-restaurant-middletown"
8,"Burgers, Noodles and Quahogs","Guerilla Street Food","St. Louis, Missouri",2012-10-08,"Guerilla Street Food St. Louis Missouri yelp",1,559,"guerrilla-street-food-saint-louis"
9,"Handcrafted","The Elegant Farmer","Mukwonago, Wisconsin",2012-10-15,"The Elegant Farmer Mukwonago Wisconsin yelp",1,560,"the-elegant-farmer-mukwonago"
9,"Handcrafted","Italian Corner","East Providence, Rhode Island",2012-10-15,"Italian Corner East Providence Rhode Island yelp",1,561,"italian-corner-east-providence"
10,"All Family, All the Time","Anthonino's Taverna","St. Louis, Missouri",2012-10-22,"Anthonino's Taverna St. Louis Missouri yelp",1,562,"anthoninos-taverna-saint-louis"
10,"All Family, All the Time","Three Angels Diner","Memphis, Tennessee",2012-10-22,"Three Angels Diner Memphis Tennessee yelp",1,563,"3-angels-on-broad-memphis-2"
10,"All Family, All the Time","Opal Thai Food","Haleiwa, Hawaii",2012-10-22,"Opal Thai Food Haleiwa Hawaii yelp",2,564,"opal-thai-food-haleiwa-4"
11,"Food Done Right","Aunt Carrie's","Narragansett, Rhode Island",2012-10-29,"Aunt Carrie's Narragansett Rhode Island yelp",1,565,"aunt-carries-restaurant-narragansett"
11,"Food Done Right","The Shaved Duck","St. Louis, Missouri",2012-10-29,"The Shaved Duck St. Louis Missouri yelp",1,566,"the-shaved-duck-saint-louis-3"
11,"Food Done Right","Angela's Cafe","East Boston, Massachusetts",2012-10-29,"Angela's Cafe East Boston Massachusetts yelp",1,567,"angelas-cafe-boston-3"
12,"Pubs and Grub","Dressel's Public House","St. Louis, Missouri",2012-11-05,"Dressel's Public House St. Louis Missouri yelp",1,568,"dressels-public-house-saint-louis-2"
12,"Pubs and Grub","Outer Banks Brewing Station","Kill Devil Hills, North Carolina",2012-11-05,"Outer Banks Brewing Station Kill Devil Hills North Carolina yelp",1,569,"outer-banks-brewing-station-kill-devil-hills"
12,"Pubs and Grub","Edgewood Cafe","Cranston, Rhode Island",2012-11-05,"Edgewood Cafe Cranston Rhode Island yelp",1,570,"edgewood-cafe-cranston"
13,"Turn On Traditional","Kitty Hoynes","Syracuse, New York",2012-11-12,"Kitty Hoynes Syracuse New York yelp",1,571,"kitty-hoynes-irish-pub-and-restaurant-syracuse"
13,"Turn On Traditional","Espino's Mexican Bar and Grill","Chesterfield, Missouri",2012-11-12,"Espino's Mexican Bar and Grill Chesterfield Missouri yelp",1,572,"espinos-mexican-bar-and-grill-chesterfield"
13,"Turn On Traditional","Yankee Lobster Company","Boston, Massachusetts",2012-11-12,"Yankee Lobster Company Boston Massachusetts yelp",1,573,"yankee-lobster-boston"
1,"Authentic Eats","Highway 61 Roadhouse and Kitchen","Webster Groves, Missouri",2012-12-10,"Highway 61 Roadhouse and Kitchen Webster Groves Missouri yelp",1,574,"hwy-61-roadhouse-and-kitchen-saint-louis"
1,"Authentic Eats","Byblos Mediterranean Cafe","Syracuse, New York",2012-12-10,"Byblos Mediterranean Cafe Syracuse New York yelp",1,575,"byblos-mediterranean-cafe-syracuse"
2,"Fully Focused","Brine and Bottle","Nags Head, North Carolina",2012-12-17,"Brine and Bottle Nags Head North Carolina yelp",1,576,"the-brine-and-bottle-nags-head"
2,"Fully Focused","Pastabilities","Syracuse, New York",2012-12-17,"Pastabilities Syracuse New York yelp",1,577,"pastabilities-syracuse"
3,"Far Out","La Isla Restaurant","Hoboken, New Jersey",2012-12-24,"La Isla Restaurant Hoboken New Jersey yelp",1,578,"la-isla-restaurant-hoboken"
3,"Far Out","Funk 'n Waffles","Syracuse, New York",2012-12-24,"Funk 'n Waffles Syracuse New York yelp",1,579,"funk-n-waffles-syracuse"
3,"Far Out","Cravings","Duck, North Carolina",2012-12-24,"Cravings Duck North Carolina yelp",1,580,"coastal-cravings-duck"
4,"Matches Made in Heaven","Ortegaz' Southwestern Grill","Manteo, North Carolina",2013-01-07,"Ortegaz' Southwestern Grill Manteo North Carolina yelp",1,581,"ortegaz-southwestern-grill-and-wine-bar-manteo"
4,"Matches Made in Heaven","The Smoke Joint","Brooklyn, New York",2013-01-07,"The Smoke Joint Brooklyn New York yelp",1,582,"the-smoke-joint-brooklyn"
5,"Savory Sensations","The Weeping Radish","Jarvisburg, North Carolina",2013-01-14,"The Weeping Radish Jarvisburg North Carolina yelp",1,583,"weeping-radish-farm-brewery-grandy"
5,"Savory Sensations","Jimmy's Diner","Brooklyn, New York",2013-01-14,"Jimmy's Diner Brooklyn New York yelp",1,584,"jimmys-diner-brooklyn"
6,"Hometown Haunts","Marie's Italian Specialties","Chatham, New Jersey",2013-01-21,"Marie's Italian Specialties Chatham New Jersey yelp",1,585,"maries-italian-specialties-chatham"
6,"Hometown Haunts","Darby's Cafe","Olympia, Washington",2013-01-21,"Darby's Cafe Olympia Washington yelp",1,586,"darbys-cafe-olympia"
7,"Land to Sea","Empire Brewing Company","Syracuse, New York",2013-02-11,"Empire Brewing Company Syracuse New York yelp",1,587,"empire-brewing-company-syracuse-2"
7,"Land to Sea","Black Pelican Oceanfront Restaurant","Kitty Hawk, North Carolina",2013-02-11,"Black Pelican Oceanfront Restaurant Kitty Hawk North Carolina yelp",1,588,"black-pelican-kitty-hawk"
7,"Land to Sea","Fish Tale Brew Pub","Olympia, Washington",2013-02-11,"Fish Tale Brew Pub Olympia Washington yelp",1,589,"fish-tale-brewpub-olympia"
8,"Decadent Dishes","Crockett's Public House","Puyallup, Washington",2013-02-18,"Crockett's Public House Puyallup Washington yelp",1,590,"crocketts-public-house-puyallup"
8,"Decadent Dishes","Pies 'N' Thighs","Brooklyn, New York",2013-02-18,"Pies 'N' Thighs Brooklyn New York yelp",1,591,"pies-n-thighs-brooklyn"
9,"Eurocentric","Eva's European Sweets","Syracuse, New York",2013-02-24,"Eva's European Sweets Syracuse New York yelp",1,592,"evas-european-sweets-syracuse"
9,"Eurocentric","Bruno's European Restaurant","Tacoma, Washington",2013-02-24,"Bruno's European Restaurant Tacoma Washington yelp",1,593,"brunos-european-restaurant-lakewood"
9,"Eurocentric","Hey Meatball","Toronto, Ontario, Canada",2013-02-24,"Hey Meatball Toronto Ontario Canada yelp",1,594,"hey-meatball-toronto"
10,"Hittin' the Grill","Crown Bar","Tacoma, Washington",2013-03-04,"Crown Bar Tacoma Washington yelp",1,595,"crown-bar-tacoma"
10,"Hittin' the Grill","The Golden State","Los Angeles, California",2013-03-04,"The Golden State Los Angeles California yelp",1,596,"the-golden-state-los-angeles"
11,"Unlikely Partners","Beer Belly","Los Angeles, California",2013-03-11,"Beer Belly Los Angeles California yelp",1,597,"beer-belly-los-angeles-2"
11,"Unlikely Partners","Lakeview Restaurant","Toronto, Ontario, Canada",2013-03-11,"Lakeview Restaurant Toronto Ontario Canada yelp",1,598,"the-lakeview-toronto"
12,"Layers of Flavor","Tortugas' Lie","Nags Head, North Carolina",2013-03-18,"Tortugas' Lie Nags Head North Carolina yelp",2,599,"tortugas-lie-nags-head-2"
12,"Layers of Flavor","The Ace","Toronto, Ontario, Canada",2013-03-18,"The Ace Toronto Ontario Canada yelp",1,600,"the-ace-toronto"
13,"Real Deal Roots","Chomp Chomp Nation","Irvine, California",2013-03-25,"Chomp Chomp Nation Irvine California yelp",1,601,"chomp-chomp-nation-anaheim-2"
13,"Real Deal Roots","Caplansky's","Toronto, Ontario, Canada",2013-03-25,"Caplansky's Toronto Ontario Canada yelp",1,602,"caplanskys-delicatessen-toronto"
1,"Tacos and Tots","Dirty Oscar's Annex","Tacoma, Washington",2013-04-22,"Dirty Oscar's Annex Tacoma Washington yelp",1,603,"dirty-oscars-annex-tacoma"
1,"Tacos and Tots","Highland Tavern","Denver, Colorado",2013-04-22,"Highland Tavern Denver Colorado yelp",2,604,"highland-tavern-denver"
2,"Chicken, Chili and Chowder","Sidecar Bar and Grille","Philadelphia, Pennsylvania",2013-04-29,"Sidecar Bar and Grille Philadelphia Pennsylvania yelp",1,605,"the-sidecar-bar-and-grille-philadelphia"
2,"Chicken, Chili and Chowder","Chili John's","Burbank, California",2013-04-29,"Chili John's Burbank California yelp",1,606,"chili-johns-burbank"
2,"Chicken, Chili and Chowder","Stockyards Smokehouse and Larder","Toronto, Ontario, Canada",2013-04-29,"Stockyards Smokehouse and Larder Toronto Ontario Canada yelp",1,607,"the-stockyards-toronto"
3,"Dynamic Duos","Atomic Cowboy","Denver, Colorado",2013-05-06,"Atomic Cowboy Denver Colorado yelp",1,608,"the-atomic-cowboy-denver-4"
3,"Dynamic Duos","Perk Eatery","Scottsdale, Arizona",2013-05-06,"Perk Eatery Scottsdale Arizona yelp",1,609,"perk-eatery-scottsdale"
4,"Traditional Gone Wild","South Philadelphia Tap Room","Philadelphia, Pennsylvania",2013-05-13,"South Philadelphia Tap Room Philadelphia Pennsylvania yelp",1,610,"south-philadelphia-tap-room-philadelphia-3"
4,"Traditional Gone Wild","St. Francis","Phoenix, Arizona",2013-05-13,"St. Francis Phoenix Arizona yelp",1,611,"st-francis-restaurant-phoenix"
5,"Peppers, Pork and Poutine","Barrio Cafe","Phoenix, Arizona",2013-05-20,"Barrio Cafe Phoenix Arizona yelp",1,612,"barrio-caf%25C3%25A9-phoenix-2"
5,"Peppers, Pork and Poutine","Rosedale Diner","Toronto, Ontario, Canada",2013-05-20,"Rosedale Diner Toronto Ontario Canada yelp",1,613,"rosedale-diner-toronto"
6,"Kings and Queens of 'Cue","Hops & Pie","Denver, Colorado",2013-05-27,"Hops & Pie Denver Colorado yelp",1,614,"hops-and-pie-denver"
6,"Kings and Queens of 'Cue","Bludso's BBQ","Compton, California",2013-05-27,"Bludso's BBQ Compton California yelp",1,615,"bludsos-bbq-compton"
6,"Kings and Queens of 'Cue","Percy Street Barbecue","Philadelphia, Pennsylvania",2013-05-27,"Percy Street Barbecue Philadelphia Pennsylvania yelp",1,616,"percy-street-barbecue-philadelphia"
7,"A Festival of Flavor","Standard Tap","Philadelphia, Pennsylvania",2013-06-17,"Standard Tap Philadelphia Pennsylvania yelp",1,617,"standard-tap-philadelphia"
7,"A Festival of Flavor","Curry Corner","Tempe, Arizona",2013-06-17,"Curry Corner Tempe Arizona yelp",1,618,"curry-corner-tempe"
7,"A Festival of Flavor","Prohibition","Denver, Colorado",2013-06-17,"Prohibition Denver Colorado yelp",1,619,"prohibition-denver"
8,"Timeless Traditions","Jamaican Jerk Hut","Philadelphia, Pennsylvania",2013-06-24,"Jamaican Jerk Hut Philadelphia Pennsylvania yelp",1,620,"jamaican-jerk-hut-philadelphia"
8,"Timeless Traditions","DeFalco's Italian Eatery, Grocery & Deli","Scottsdale, Arizona",2013-06-24,"DeFalco's Italian Eatery, Grocery & Deli Scottsdale Arizona yelp",1,621,"defalcos-italian-grocery-scottsdale"
8,"Timeless Traditions","CoraFaye's Cafe","Denver, Colorado",2013-06-24,"CoraFaye's Cafe Denver Colorado yelp",1,622,"corafayes-caf%25C3%25A9-aurora"
9,"From Pound Cake to Pot Pie","Geechee Girl Rice Cafe","Philadelphia, Pennsylvania",2013-07-01,"Geechee Girl Rice Cafe Philadelphia Pennsylvania yelp",1,623,"geechee-girl-rice-cafe-philadelphia"
9,"From Pound Cake to Pot Pie","Haggo's Organic Taco","Leucadia, California",2013-07-01,"Haggo's Organic Taco Leucadia California yelp",1,624,"haggos-organic-taco-leucadia"
9,"From Pound Cake to Pot Pie","The Duce","Phoenix, Arizona",2013-07-01,"The Duce Phoenix Arizona yelp",1,625,"the-duce-phoenix"
10,"L.A. Eats","The Park's Finest BBQ","Los Angeles, California",2013-07-08,"The Park's Finest BBQ Los Angeles California yelp",1,626,"the-parks-finest-los-angeles"
10,"L.A. Eats","Eastside Market Italian Deli","Los Angeles, California",2013-07-08,"Eastside Market Italian Deli Los Angeles California yelp",1,627,"eastside-market-italian-deli-los-angeles-4"
11,"All San Diego, All the Time","OB Noodle House","Ocean Beach, California",2013-08-05,"OB Noodle House Ocean Beach California yelp",1,628,"ob-noodle-house-san-diego"
11,"All San Diego, All the Time","Pizzeria Luigi","North Park, California",2013-08-05,"Pizzeria Luigi North Park California yelp",1,629,"pizzeria-luigi-san-diego-2"
12,"From the Heart","Shirley's Tippy Canoe","Troutdale, Oregon",2013-08-12,"Shirley's Tippy Canoe Troutdale Oregon yelp",1,630,"shirleys-tippy-canoe-troutdale"
12,"From the Heart","Spirito's Italian Diner","Carlsbad, California",2013-08-12,"Spirito's Italian Diner Carlsbad California yelp",1,631,"spiritos-italian-diner-carlsbad"
12,"From the Heart","Nopalito","San Francisco, California",2013-08-12,"Nopalito San Francisco California yelp",1,632,"nopalito-san-francisco"
13,"That's Fresh","Pica Pica","San Francisco, California",2013-08-19,"Pica Pica San Francisco California yelp",1,633,"pica-pica-arepa-kitchen-san-francisco"
13,"That's Fresh","Edelweiss Sausage & Delicatessen","Portland, Oregon",2013-08-19,"Edelweiss Sausage & Delicatessen Portland Oregon yelp",1,634,"edelweiss-sausage-co-and-delicatessen-portland"
1,"Neighborhood Knockouts","Crest Cafe","San Diego, California",2013-08-26,"Crest Cafe San Diego California yelp",1,635,"crest-cafe-san-diego"
1,"Neighborhood Knockouts","Show Dogs","San Francisco, California",2013-08-26,"Show Dogs San Francisco California yelp",1,636,"show-dogs-san-francisco"
1,"Neighborhood Knockouts","Industrial Cafe & Saloon","Portland, Oregon",2013-08-26,"Industrial Cafe & Saloon Portland Oregon yelp",1,637,"industrial-cafe-and-saloon-portland"
2,"Meat Lover’s Paradise","The Refuge","San Carlos, California",2013-09-02,"The Refuge San Carlos California yelp",1,638,"the-refuge-san-carlos"
2,"Meat Lover’s Paradise","The Country Cat","Portland, Oregon",2013-09-02,"The Country Cat Portland Oregon yelp",1,639,"the-country-cat-dinnerhouse-and-bar-portland"
3,"Servin’ Up San Francisco","Miller's East Coast Deli","San Francisco, California",2013-09-09,"Miller's East Coast Deli San Francisco California yelp",1,640,"millers-east-coast-deli-san-francisco"
3,"Servin’ Up San Francisco","Koja Kitchen Food Truck","San Francisco, California",2013-09-09,"Koja Kitchen Food Truck San Francisco California yelp",1,641,"koja-kitchen-san-francisco-7"
3,"Servin’ Up San Francisco","The Front Porch","San Francisco, California",2013-09-09,"The Front Porch San Francisco California yelp",1,642,"the-front-porch-san-francisco"
4,"Cannoli, Fritters and Wings","Senor Sisig Food Truck","San Francisco, California",2013-09-16,"Senor Sisig Food Truck San Francisco California yelp",1,643,"se%25C3%25B1or-sisig-san-francisco-3"
4,"Cannoli, Fritters and Wings","A Taste of Home Cooking","Wheat Ridge, Colorado",2013-09-16,"A Taste of Home Cooking Wheat Ridge Colorado yelp",1,644,"a-taste-of-home-cooking-wheat-ridge"
4,"Cannoli, Fritters and Wings","PDX671 Food Trailer","Portland, Oregon",2013-09-16,"PDX671 Food Trailer Portland Oregon yelp",1,645,"pdx-six-seven-one-portland"
5,"Aces of Authenticity","Casa Chimayo Restaurant","Santa Fe, New Mexico",2013-10-21,"Casa Chimayo Restaurant Santa Fe New Mexico yelp",1,646,"casa-chimayo-restaurant-santa-fe"
